family,mech,dim,p,column,source
f1,f1/tprd,F2:dissociation_fc,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,F2:dissociation_fc,0.0,p(perm),V1/results/f1/tprd/report.md
f2,f2/chpi,E0:crossmodal_prediction_gain,0.0306,p,V1/results/f2/chpi/report.md
f2,f2/chpi,E1:voiceleading_parsimony,0.0001,p,V1/results/f2/chpi/report.md
f2,f2/chpi,M0:visual_motor_lead,0.0001,p,V1/results/f2/chpi/report.md
f2,f2/chpi,M1:harmonic_surprise_mod,0.0001,p,V1/results/f2/chpi/report.md
f2,f2/chpi,P0:harmonic_context_strength,0.0,p,V1/results/f2/chpi/report.md
f2,f2/chpi,P1:crossmodal_convergence,0.0001,p,V1/results/f2/chpi/report.md
f2,f2/chpi,P2:voiceleading_smoothness,0.0001,p,V1/results/f2/chpi/report.md
f2,f2/chpi,F0:next_chord_prediction,0.0,p,V1/results/f2/chpi/report.md
f2,f2/chpi,F1:crossmodal_anticipation,0.0178,p,V1/results/f2/chpi/report.md
f2,f2/chpi,F2:harmonic_trajectory,0.0001,p,V1/results/f2/chpi/report.md
f2,f2/chpi,F3:integration_confidence,0.0,p,V1/results/f2/chpi/report.md
f2,f2/chpi,harmonic_prediction,0.0,p,V1/results/f2/chpi/report.md
f2,f2/chpi,crossmodal_integration,0.0008,p,V1/results/f2/chpi/report.md
f2,f2/chpi,harmonic_surprise,0.0,p,V1/results/f2/chpi/report.md
f2,f2/chpi,chord_forecast,0.0,p,V1/results/f2/chpi/report.md
f2,f2/chpi,integration_confidence,0.0,p,V1/results/f2/chpi/report.md
f2,f2/htp,E0:high_level_lead,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,E1:mid_level_lead,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,E2:low_level_lead,0.0252,p,V1/results/f2/htp/report.md
f2,f2/htp,E3:hierarchy_gradient,0.001,p,V1/results/f2/htp/report.md
f2,f2/htp,M0:latency_high,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,M1:latency_mid,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,M2:latency_low,0.0252,p,V1/results/f2/htp/report.md
f2,f2/htp,P0:sensory_match,0.0073,p,V1/results/f2/htp/report.md
f2,f2/htp,P1:pitch_prediction,0.0013,p,V1/results/f2/htp/report.md
f2,f2/htp,P2:abstract_prediction,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,F0:abstract_future_500ms,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,F1:midlevel_future_200ms,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,prediction_hierarchy,0.0004,p,V1/results/f2/htp/report.md
f2,f2/htp,prediction_accuracy,0.0004,p,V1/results/f2/htp/report.md
f2,f2/htp,hierarchy_coherence,0.0019,p,V1/results/f2/htp/report.md
f2,f2/htp,abstract_future,0.0015,p,V1/results/f2/htp/report.md
f2,f2/htp,midlevel_future,0.0015,p,V1/results/f2/htp/report.md
f2,f2/icem,E0:information_content,0.003,p,V1/results/f2/icem/report.md
f2,f2/icem,E1:arousal_response,0.003,p,V1/results/f2/icem/report.md
f2,f2/icem,E2:valence_response,0.0,p,V1/results/f2/icem/report.md
f2,f2/icem,E3:defense_cascade,0.0269,p,V1/results/f2/icem/report.md
f2,f2/icem,M0:ic_value,0.1076,p,V1/results/f2/icem/report.md
f2,f2/icem,M1:arousal_pred,0.003,p,V1/results/f2/icem/report.md
f2,f2/icem,M2:valence_pred,0.0,p,V1/results/f2/icem/report.md
f2,f2/icem,M3:scr_pred,0.0024,p,V1/results/f2/icem/report.md
f2,f2/icem,M4:hr_pred,0.0007,p,V1/results/f2/icem/report.md
f2,f2/icem,P0:surprise_signal,0.0073,p,V1/results/f2/icem/report.md
f2,f2/icem,P1:emotional_evaluation,0.0002,p,V1/results/f2/icem/report.md
f2,f2/icem,F0:arousal_change_1_3s,0.003,p,V1/results/f2/icem/report.md
f2,f2/icem,F1:valence_shift_2_5s,0.0,p,V1/results/f2/icem/report.md
f2,f2/icem,information_content,0.0073,p,V1/results/f2/icem/report.md
f2,f2/icem,arousal_scaling,0.0033,p,V1/results/f2/icem/report.md
f2,f2/icem,valence_inversion,0.0001,p,V1/results/f2/icem/report.md
f2,f2/icem,defense_cascade,0.0021,p,V1/results/f2/icem/report.md
f2,f2/icem,arousal_change_pred,0.003,p,V1/results/f2/icem/report.md
f2,f2/icem,valence_shift_pred,0.0,p,V1/results/f2/icem/report.md
f2,f2/igfe,E0:igf_match,0.0001,p,V1/results/f2/igfe/report.md
f2,f2/igfe,E1:memory_enhancement,0.022,p,V1/results/f2/igfe/report.md
f2,f2/igfe,M0:executive_enhancement,0.0001,p,V1/results/f2/igfe/report.md
f2,f2/igfe,M1:dose_response,0.0087,p,V1/results/f2/igfe/report.md
f2,f2/igfe,P0:gamma_synchronization,0.0001,p,V1/results/f2/igfe/report.md
f2,f2/igfe,P1:dose_accumulation,0.0008,p,V1/results/f2/igfe/report.md
f2,f2/igfe,P2:memory_access,0.0269,p,V1/results/f2/igfe/report.md
f2,f2/igfe,F0:memory_enhancement_post,0.0061,p,V1/results/f2/igfe/report.md
f2,f2/igfe,F1:executive_improve_post,0.0045,p,V1/results/f2/igfe/report.md
f2,f2/igfe,gamma_enhancement,0.0,p,V1/results/f2/igfe/report.md
f2,f2/igfe,cognitive_benefit,0.0019,p,V1/results/f2/igfe/report.md
f2,f2/igfe,dose_effect,0.0003,p,V1/results/f2/igfe/report.md
f2,f2/igfe,memory_forecast,0.0061,p,V1/results/f2/igfe/report.md
f2,f2/igfe,executive_forecast,0.0045,p,V1/results/f2/igfe/report.md
f2,f2/maa,E0:complexity_tolerance,0.0003,p,V1/results/f2/maa/report.md
f2,f2/maa,E1:familiarity_index,0.0252,p,V1/results/f2/maa/report.md
f2,f2/maa,M0:framing_effect,0.0024,p,V1/results/f2/maa/report.md
f2,f2/maa,M1:appreciation_composite,0.0001,p,V1/results/f2/maa/report.md
f2,f2/maa,P0:pattern_search,0.0,p,V1/results/f2/maa/report.md
f2,f2/maa,P1:context_assessment,0.0011,p,V1/results/f2/maa/report.md
f2,f2/maa,P2:aesthetic_evaluation,0.0033,p,V1/results/f2/maa/report.md
f2,f2/maa,F0:appreciation_growth,0.0006,p,V1/results/f2/maa/report.md
f2,f2/maa,F1:pattern_recognition,0.0003,p,V1/results/f2/maa/report.md
f2,f2/maa,F2:aesthetic_development,0.0001,p,V1/results/f2/maa/report.md
f2,f2/maa,aesthetic_appreciation,0.0001,p,V1/results/f2/maa/report.md
f2,f2/maa,complexity_preference,0.0,p,V1/results/f2/maa/report.md
f2,f2/maa,framing_effect,0.0087,p,V1/results/f2/maa/report.md
f2,f2/maa,appreciation_forecast,0.0006,p,V1/results/f2/maa/report.md
f2,f2/maa,aesthetic_development,0.0001,p,V1/results/f2/maa/report.md
f2,f2/psh,E0:high_level_silencing,0.0002,p,V1/results/f2/psh/report.md
f2,f2/psh,E1:low_level_persistence,0.0001,p,V1/results/f2/psh/report.md
f2,f2/psh,M0:silencing_efficiency,0.0002,p,V1/results/f2/psh/report.md
f2,f2/psh,M1:hierarchy_dissociation,0.0,p,V1/results/f2/psh/report.md
f2,f2/psh,P0:prediction_match,0.0,p,V1/results/f2/psh/report.md
f2,f2/psh,P1:sensory_persistence,0.0132,p,V1/results/f2/psh/report.md
f2,f2/psh,P2:binding_check,0.0001,p,V1/results/f2/psh/report.md
f2,f2/psh,F0:post_stim_silencing,0.0003,p,V1/results/f2/psh/report.md
f2,f2/psh,F1:error_persistence,0.0003,p,V1/results/f2/psh/report.md
f2,f2/psh,F2:next_prediction,0.0015,p,V1/results/f2/psh/report.md
f2,f2/psh,prediction_silencing,0.0001,p,V1/results/f2/psh/report.md
f2,f2/psh,sensory_persistence,0.0061,p,V1/results/f2/psh/report.md
f2,f2/psh,silencing_efficiency,0.0,p,V1/results/f2/psh/report.md
f2,f2/psh,post_stim_forecast,0.0003,p,V1/results/f2/psh/report.md
f2,f2/psh,error_persistence_forecast,0.0003,p,V1/results/f2/psh/report.md
f2,f2/pwup,E0:tonal_precision,0.0,p,V1/results/f2/pwup/report.md
f2,f2/pwup,E1:rhythmic_precision,0.0001,p,V1/results/f2/pwup/report.md
f2,f2/pwup,M0:weighted_error,0.0,p,V1/results/f2/pwup/report.md
f2,f2/pwup,M1:uncertainty_index,0.0007,p,V1/results/f2/pwup/report.md
f2,f2/pwup,P0:tonal_precision_weight,0.0,p,V1/results/f2/pwup/report.md
f2,f2/pwup,P1:rhythmic_precision_weight,0.0041,p,V1/results/f2/pwup/report.md
f2,f2/pwup,P2:attenuated_response,0.0005,p,V1/results/f2/pwup/report.md
f2,f2/pwup,F0:precision_adjustment,0.0002,p,V1/results/f2/pwup/report.md
f2,f2/pwup,F1:context_uncertainty,0.0006,p,V1/results/f2/pwup/report.md
f2,f2/pwup,F2:response_attenuation,0.0,p,V1/results/f2/pwup/report.md
f2,f2/pwup,precision_weighted_pe,0.0,p,V1/results/f2/pwup/report.md
f2,f2/pwup,tonal_certainty,0.0001,p,V1/results/f2/pwup/report.md
f2,f2/pwup,rhythmic_certainty,0.0045,p,V1/results/f2/pwup/report.md
f2,f2/pwup,precision_forecast,0.0002,p,V1/results/f2/pwup/report.md
f2,f2/pwup,uncertainty_trend,0.0006,p,V1/results/f2/pwup/report.md
f2,f2/sph,E0:gamma_match,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,E1:alpha_beta_error,0.0087,p,V1/results/f2/sph/report.md
f2,f2/sph,E2:hierarchy_position,0.0015,p,V1/results/f2/sph/report.md
f2,f2/sph,E3:feedforward_feedback,0.0001,p,V1/results/f2/sph/report.md
f2,f2/sph,M0:match_response,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,M1:varied_response,0.005,p,V1/results/f2/sph/report.md
f2,f2/sph,M2:gamma_power,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,M3:alpha_beta_power,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,P0:memory_match,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,P1:prediction_error,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,P2:deviation_detection,0.0205,p,V1/results/f2/sph/report.md
f2,f2/sph,F0:next_tone_pred_350ms,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,F1:sequence_completion_2s,0.0095,p,V1/results/f2/sph/report.md
f2,f2/sph,F2:decision_evaluation,0.0015,p,V1/results/f2/sph/report.md
f2,f2/sph,sequence_match,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,error_propagation,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,oscillatory_signature,0.0,p,V1/results/f2/sph/report.md
f2,f2/sph,sequence_completion,0.0095,p,V1/results/f2/sph/report.md
f2,f2/udp,E0:uncertainty_level,0.0001,p,V1/results/f2/udp/report.md
f2,f2/udp,E1:confirmation_reward,0.0,p,V1/results/f2/udp/report.md
f2,f2/udp,M0:error_reward,0.0011,p,V1/results/f2/udp/report.md
f2,f2/udp,M1:pleasure_index,0.0001,p,V1/results/f2/udp/report.md
f2,f2/udp,P0:context_assessment,0.0707,p,V1/results/f2/udp/report.md
f2,f2/udp,P1:prediction_accuracy,0.0003,p,V1/results/f2/udp/report.md
f2,f2/udp,P2:reward_computation,0.0,p,V1/results/f2/udp/report.md
f2,f2/udp,F0:reward_expectation,0.0,p,V1/results/f2/udp/report.md
f2,f2/udp,F1:model_improvement,0.0067,p,V1/results/f2/udp/report.md
f2,f2/udp,F2:pleasure_anticipation,0.0,p,V1/results/f2/udp/report.md
f2,f2/udp,uncertainty_pleasure,0.0001,p,V1/results/f2/udp/report.md
f2,f2/udp,reward_context,0.0005,p,V1/results/f2/udp/report.md
f2,f2/udp,model_update,0.0438,p,V1/results/f2/udp/report.md
f2,f2/udp,reward_forecast,0.0,p,V1/results/f2/udp/report.md
f2,f2/udp,pleasure_anticipation,0.0,p,V1/results/f2/udp/report.md
f2,f2/wmed,E0:entrainment_strength,0.0003,p,V1/results/f2/wmed/report.md
f2,f2/wmed,E1:wm_contribution,0.0235,p,V1/results/f2/wmed/report.md
f2,f2/wmed,M0:tapping_accuracy,0.008,p,V1/results/f2/wmed/report.md
f2,f2/wmed,M1:dissociation_index,0.0,p,V1/results/f2/wmed/report.md
f2,f2/wmed,P0:phase_locking_strength,0.0235,p,V1/results/f2/wmed/report.md
f2,f2/wmed,P1:pattern_segmentation,0.0061,p,V1/results/f2/wmed/report.md
f2,f2/wmed,P2:rhythmic_engagement,0.0001,p,V1/results/f2/wmed/report.md
f2,f2/wmed,F0:next_beat_pred,0.0024,p,V1/results/f2/wmed/report.md
f2,f2/wmed,F1:tapping_accuracy_pred,0.1497,p,V1/results/f2/wmed/report.md
f2,f2/wmed,F2:wm_interference_pred,0.0,p,V1/results/f2/wmed/report.md
f2,f2/wmed,F3:paradox_strength_pred,0.0007,p,V1/results/f2/wmed/report.md
f2,f2/wmed,rhythmic_prediction,0.0,p,V1/results/f2/wmed/report.md
f2,f2/wmed,entrainment_quality,0.0037,p,V1/results/f2/wmed/report.md
f2,f2/wmed,wm_engagement,0.0002,p,V1/results/f2/wmed/report.md
f2,f2/wmed,beat_forecast,0.0024,p,V1/results/f2/wmed/report.md
f2,f2/wmed,paradox_indicator,0.0007,p,V1/results/f2/wmed/report.md
f3,f3/aacm,E0:attentional_engage,0.0001,p,V1/results/f3/aacm/report.md
f3,f3/aacm,E1:motor_inhibition,0.0,p,V1/results/f3/aacm/report.md
f3,f3/aacm,E2:savoring_effect,0.1124,p,V1/results/f3/aacm/report.md
f3,f3/aacm,M0:aesthetic_engagement,0.103,p,V1/results/f3/aacm/report.md
f3,f3/aacm,M1:rt_appreciation,0.0001,p,V1/results/f3/aacm/report.md
f3,f3/aacm,P0:n1p2_engagement,0.0463,p,V1/results/f3/aacm/report.md
f3,f3/aacm,P1:aesthetic_judgment,0.7074,p,V1/results/f3/aacm/report.md
f3,f3/aacm,F0:behavioral_pred,0.2974,p,V1/results/f3/aacm/report.md
f3,f3/aacm,F1:n2p3_pred,0.0073,p,V1/results/f3/aacm/report.md
f3,f3/aacm,F2:aesthetic_pred,0.7752,p,V1/results/f3/aacm/report.md
f3,f3/aacm,aesthetic_engagement,0.103,p,V1/results/f3/aacm/report.md
f3,f3/aacm,savoring_effect,0.4371,p,V1/results/f3/aacm/report.md
f3,f3/aacm,aesthetic_engagement,0.0156,p,V1/results/f3/aacm/report.md
f3,f3/aacm,savoring_effect,0.0076,p,V1/results/f3/aacm/report.md
f3,f3/aacm,aesthetic_engagement,0.0,p,V1/results/f3/aacm/report.md
f3,f3/aacm,savoring_effect,0.0,p,V1/results/f3/aacm/report.md
f3,f3/amss,E0:onset_tracking,0.0061,p,V1/results/f3/amss/report.md
f3,f3/amss,E1:harmonic_segregation,0.9432,p,V1/results/f3/amss/report.md
f3,f3/amss,E2:spectral_stream,0.3249,p,V1/results/f3/amss/report.md
f3,f3/amss,E3:temporal_stream,0.0061,p,V1/results/f3/amss/report.md
f3,f3/amss,E4:attention_gate,0.1223,p,V1/results/f3/amss/report.md
f3,f3/amss,M0:stream_coherence,0.0463,p,V1/results/f3/amss/report.md
f3,f3/amss,M1:segregation_depth,0.0205,p,V1/results/f3/amss/report.md
f3,f3/amss,P0:attended_stream,0.8585,p,V1/results/f3/amss/report.md
f3,f3/amss,P1:competition_state,0.0027,p,V1/results/f3/amss/report.md
f3,f3/amss,F0:stream_stability_pred,0.1876,p,V1/results/f3/amss/report.md
f3,f3/amss,F1:segregation_shift_pred,0.0073,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_segregation,0.0287,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_coherence,0.0743,p,V1/results/f3/amss/report.md
f3,f3/amss,perceptual_organization,0.0103,p,V1/results/f3/amss/report.md
f3,f3/amss,segregation_forecast,0.1876,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_prediction,0.0073,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_segregation,0.0005,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_coherence,0.2617,p,V1/results/f3/amss/report.md
f3,f3/amss,perceptual_organization,0.0209,p,V1/results/f3/amss/report.md
f3,f3/amss,segregation_forecast,0.0139,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_prediction,0.0009,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_segregation,0.0025,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_coherence,0.0025,p,V1/results/f3/amss/report.md
f3,f3/amss,perceptual_organization,0.0005,p,V1/results/f3/amss/report.md
f3,f3/amss,segregation_forecast,0.3374,p,V1/results/f3/amss/report.md
f3,f3/amss,stream_prediction,0.0025,p,V1/results/f3/amss/report.md
f3,f3/barm,E0:regularization_tendency,0.4371,p,V1/results/f3/barm/report.md
f3,f3/barm,E1:beat_alignment,0.0438,p,V1/results/f3/barm/report.md
f3,f3/barm,E2:sync_benefit,0.5411,p,V1/results/f3/barm/report.md
f3,f3/barm,M0:veridical_perception,0.0367,p,V1/results/f3/barm/report.md
f3,f3/barm,M1:regularization_effect,0.0061,p,V1/results/f3/barm/report.md
f3,f3/barm,P0:beat_alignment_accuracy,0.0985,p,V1/results/f3/barm/report.md
f3,f3/barm,P1:regularization_strength,0.2233,p,V1/results/f3/barm/report.md
f3,f3/barm,F0:beat_accuracy_pred,0.8866,p,V1/results/f3/barm/report.md
f3,f3/barm,F1:sync_benefit_pred,0.1275,p,V1/results/f3/barm/report.md
f3,f3/barm,F2:individual_diff_pred,0.078,p,V1/results/f3/barm/report.md
f3,f3/barm,beat_resource,0.4262,p,V1/results/f3/barm/report.md
f3,f3/barm,temporal_attention,0.0576,p,V1/results/f3/barm/report.md
f3,f3/barm,resource_efficiency,0.3737,p,V1/results/f3/barm/report.md
f3,f3/barm,resource_forecast,0.8866,p,V1/results/f3/barm/report.md
f3,f3/barm,phase_prediction,0.1275,p,V1/results/f3/barm/report.md
f3,f3/barm,beat_resource,0.0122,p,V1/results/f3/barm/report.md
f3,f3/barm,temporal_attention,0.0002,p,V1/results/f3/barm/report.md
f3,f3/barm,resource_efficiency,0.0007,p,V1/results/f3/barm/report.md
f3,f3/barm,resource_forecast,0.0099,p,V1/results/f3/barm/report.md
f3,f3/barm,phase_prediction,0.0012,p,V1/results/f3/barm/report.md
f3,f3/barm,beat_resource,0.0362,p,V1/results/f3/barm/report.md
f3,f3/barm,temporal_attention,0.0,p,V1/results/f3/barm/report.md
f3,f3/barm,resource_efficiency,0.0,p,V1/results/f3/barm/report.md
f3,f3/barm,resource_forecast,0.0362,p,V1/results/f3/barm/report.md
f3,f3/barm,phase_prediction,0.0,p,V1/results/f3/barm/report.md
f3,f3/dgtp,E0:music_timing,0.6286,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,E1:speech_timing,0.0095,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,E2:shared_mechanism,0.3943,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,M0:domain_correlation,0.064,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,M1:shared_variance,0.9716,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,P0:music_beat_perception,0.6158,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,P1:domain_general_timing,0.9432,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,F0:cross_domain_pred,0.0269,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,F1:training_transfer_pred,0.049,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,dynamic_gain,0.1223,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,temporal_prediction,0.1876,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,gain_modulation,0.8725,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,gain_forecast,0.0269,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,prediction_update,0.049,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,dynamic_gain,0.0023,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,temporal_prediction,0.0407,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,gain_modulation,0.0053,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,gain_forecast,0.0262,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,prediction_update,0.0219,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,dynamic_gain,0.0,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,temporal_prediction,0.7017,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,gain_modulation,0.0713,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,gain_forecast,0.0005,p,V1/results/f3/dgtp/report.md
f3,f3/dgtp,prediction_update,0.0068,p,V1/results/f3/dgtp/report.md
f3,f3/etam,E0:early_window,0.8445,p,V1/results/f3/etam/report.md
f3,f3/etam,E1:middle_window,0.8166,p,V1/results/f3/etam/report.md
f3,f3/etam,E2:late_window,0.1275,p,V1/results/f3/etam/report.md
f3,f3/etam,E3:instrument_asymmetry,0.1809,p,V1/results/f3/etam/report.md
f3,f3/etam,M0:attention_gain,0.5291,p,V1/results/f3/etam/report.md
f3,f3/etam,M1:entrainment_index,0.0003,p,V1/results/f3/etam/report.md
f3,f3/etam,P0:envelope_tracking,0.0024,p,V1/results/f3/etam/report.md
f3,f3/etam,P1:stream_separation,0.1383,p,V1/results/f3/etam/report.md
f3,f3/etam,F0:tracking_prediction,0.0067,p,V1/results/f3/etam/report.md
f3,f3/etam,F1:attention_sustain,0.0024,p,V1/results/f3/etam/report.md
f3,f3/etam,F2:segregation_predict,0.8445,p,V1/results/f3/etam/report.md
f3,f3/etam,entrainment_tapping,0.7074,p,V1/results/f3/etam/report.md
f3,f3/etam,tapping_accuracy,0.0005,p,V1/results/f3/etam/report.md
f3,f3/etam,attention_allocation,0.929,p,V1/results/f3/etam/report.md
f3,f3/etam,tapping_forecast,0.0067,p,V1/results/f3/etam/report.md
f3,f3/etam,entrainment_prediction,0.0024,p,V1/results/f3/etam/report.md
f3,f3/etam,entrainment_tapping,0.2194,p,V1/results/f3/etam/report.md
f3,f3/etam,tapping_accuracy,0.0959,p,V1/results/f3/etam/report.md
f3,f3/etam,attention_allocation,0.7181,p,V1/results/f3/etam/report.md
f3,f3/etam,tapping_forecast,0.005,p,V1/results/f3/etam/report.md
f3,f3/etam,entrainment_prediction,0.0244,p,V1/results/f3/etam/report.md
f3,f3/etam,entrainment_tapping,0.0234,p,V1/results/f3/etam/report.md
f3,f3/etam,tapping_accuracy,0.0137,p,V1/results/f3/etam/report.md
f3,f3/etam,attention_allocation,0.0068,p,V1/results/f3/etam/report.md
f3,f3/etam,tapping_forecast,0.0137,p,V1/results/f3/etam/report.md
f3,f3/etam,entrainment_prediction,0.0234,p,V1/results/f3/etam/report.md
f3,f3/iacm,E0:inharmonic_capture,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,E1:object_segregation,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,E2:precision_weighting,0.0,p,V1/results/f3/iacm/report.md
f3,f3/iacm,M0:attention_capture,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,M1:approx_entropy,0.0191,p,V1/results/f3/iacm/report.md
f3,f3/iacm,M2:object_perception_or,0.0007,p,V1/results/f3/iacm/report.md
f3,f3/iacm,P0:p3a_capture,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,P1:spectral_encoding,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,F0:object_segreg_pred,0.0007,p,V1/results/f3/iacm/report.md
f3,f3/iacm,F1:attention_shift_pred,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,F2:multiple_objects_pred,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,attention_capture,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,object_segregation,0.0,p,V1/results/f3/iacm/report.md
f3,f3/iacm,precision_weighting,0.0,p,V1/results/f3/iacm/report.md
f3,f3/iacm,attention_shift_pred,0.0001,p,V1/results/f3/iacm/report.md
f3,f3/iacm,attention_capture,0.0009,p,V1/results/f3/iacm/report.md
f3,f3/iacm,object_segregation,0.0014,p,V1/results/f3/iacm/report.md
f3,f3/iacm,precision_weighting,0.0023,p,V1/results/f3/iacm/report.md
f3,f3/iacm,attention_shift_pred,0.0533,p,V1/results/f3/iacm/report.md
f3,f3/iacm,attention_capture,0.0005,p,V1/results/f3/iacm/report.md
f3,f3/iacm,object_segregation,0.0005,p,V1/results/f3/iacm/report.md
f3,f3/iacm,precision_weighting,0.0005,p,V1/results/f3/iacm/report.md
f3,f3/iacm,attention_shift_pred,0.0005,p,V1/results/f3/iacm/report.md
f3,f3/igfe,E0:igf_match,0.0,p,V1/results/f3/igfe/report.md
f3,f3/igfe,E1:memory_enhancement,0.9858,p,V1/results/f3/igfe/report.md
f3,f3/igfe,E2:executive_enhancement,0.2629,p,V1/results/f3/igfe/report.md
f3,f3/igfe,E3:dose_response,0.9716,p,V1/results/f3/igfe/report.md
f3,f3/igfe,P0:gamma_synchronization,0.0,p,V1/results/f3/igfe/report.md
f3,f3/igfe,P1:dose_accumulation,0.0122,p,V1/results/f3/igfe/report.md
f3,f3/igfe,P2:memory_access,0.144,p,V1/results/f3/igfe/report.md
f3,f3/igfe,F0:memory_enhancement_post,0.078,p,V1/results/f3/igfe/report.md
f3,f3/igfe,F1:executive_improve_post,0.0002,p,V1/results/f3/igfe/report.md
f3,f3/igfe,gamma_frequency,0.0,p,V1/results/f3/igfe/report.md
f3,f3/igfe,frequency_benefit,0.5053,p,V1/results/f3/igfe/report.md
f3,f3/igfe,dose_accumulation,0.0122,p,V1/results/f3/igfe/report.md
f3,f3/igfe,enhancement_forecast,0.078,p,V1/results/f3/igfe/report.md
f3,f3/igfe,frequency_prediction,0.0002,p,V1/results/f3/igfe/report.md
f3,f3/igfe,gamma_frequency,0.0026,p,V1/results/f3/igfe/report.md
f3,f3/igfe,frequency_benefit,0.5372,p,V1/results/f3/igfe/report.md
f3,f3/igfe,dose_accumulation,0.0044,p,V1/results/f3/igfe/report.md
f3,f3/igfe,enhancement_forecast,0.0482,p,V1/results/f3/igfe/report.md
f3,f3/igfe,frequency_prediction,0.0068,p,V1/results/f3/igfe/report.md
f3,f3/igfe,gamma_frequency,0.0,p,V1/results/f3/igfe/report.md
f3,f3/igfe,frequency_benefit,0.0025,p,V1/results/f3/igfe/report.md
f3,f3/igfe,dose_accumulation,0.1802,p,V1/results/f3/igfe/report.md
f3,f3/igfe,enhancement_forecast,0.0025,p,V1/results/f3/igfe/report.md
f3,f3/igfe,frequency_prediction,0.0025,p,V1/results/f3/igfe/report.md
f3,f3/newmd,E0:entrainment_strength,0.0546,p,V1/results/f3/newmd/report.md
f3,f3/newmd,E1:wm_capacity,0.0899,p,V1/results/f3/newmd/report.md
f3,f3/newmd,E2:flexibility_cost,0.6158,p,V1/results/f3/newmd/report.md
f3,f3/newmd,E3:dissociation_index,0.8305,p,V1/results/f3/newmd/report.md
f3,f3/newmd,M0:paradox_magnitude,0.8725,p,V1/results/f3/newmd/report.md
f3,f3/newmd,M1:dual_route_balance,0.0087,p,V1/results/f3/newmd/report.md
f3,f3/newmd,P0:current_entrain,0.5533,p,V1/results/f3/newmd/report.md
f3,f3/newmd,P1:current_wm_load,0.0178,p,V1/results/f3/newmd/report.md
f3,f3/newmd,F0:performance_pred,0.1497,p,V1/results/f3/newmd/report.md
f3,f3/newmd,F1:adaptation_pred,0.0041,p,V1/results/f3/newmd/report.md
f3,f3/newmd,entrainment_window,0.9007,p,V1/results/f3/newmd/report.md
f3,f3/newmd,window_modulation,0.0013,p,V1/results/f3/newmd/report.md
